Text,Label
कांग्रेस नेता अधीर रंजन चौधरी ने कहा दफ़्तर में घुसकर की गई मारपीट,0
ग्रेटा थनबर्ग ने किया जेईईनीट परीक्षाएँ टालने का समर्थन,0
एसबीआई ने सस्ता किया लोन ब्याज दरें भी घटाईं पाँच बड़ी ख़बरें,0
भारतचीन सीमा विवाद दोनों ही पक्ष स्थिति को ठीक से संभाल रहे हैं चीनी विदेश मंत्रालय की प्रवक्ता,0
कश्मीरी लड़की दुआ के ज़ेहन में कश्मीरी पंडितों की क्या याद है,0
इस मोबाइल से ली गई फोटो अच्छी है और विडियो की क्वालिटी भी खूब है,0
अरविंद केजरीवाल ने ली शपथ तीसरी बार बने दिल्ली के मुख्यमंत्री,0
राम मंदिर ट्रस्ट की घोषणा के बाद भी संतों में क्यों है नाराज़गी,0
लेकिन इसके लुक का मुख्य मुद्दा इसका सामने का हिस्सा है,0
कोई कुत्ते की तरह भोके गा उसे लात मार के चुप ही कराया जाएगा ना,1
संजय सिंह अर्बन नक्सलवादी के पैदाइश है साला राज्य सभा में येसा किया तो समझो ये गांवों और कस्बों में क्या करेगा ये साला जाहिल गंवार है संजयसिंहगुंडाहै संजयसिंहकोगिरफ्तारकरो,1
सुप्रीम कोर्ट के जज बोले वार्ताकारों की रिपोर्ट सिर्फ़ कोर्ट के लिए,0
कोरोना वायरस निज़ामुद्दीन के धार्मिक आयोजन में शामिल हुए थे असम के  लोग,0
भारत में कोरोना के कुल केस  लाख के पार लाइव अपडेट्स,0
ऑस्ट्रेलिया के जंगलों में भीषण आग तीन की मौत,0
रोहितविराट के धमाल से जीती टीम इंडिया सिरीज़ पर कब्ज़ा,0
सभी हरामियों जो करो कि शक्ल से भी नफरत है बुड्ढा साला चकरी में लगाकर जवान होने की एक्टिंग करता है अपनी उंगलियां गिन इंसान नहीं हो तुम लोग हैं मानो हैवान,1
कोरोना वायरस में आ रहा म्यूटेशन क्या इसे और ख़तरनाक बना रहा है स्टोरी रेशल स्करियर आवाज़ गुरप्रीत सैनी,0
वो भोसड़ी वाला है,1
तेरी शक्ल ही घटिया जैसी है।,1
संजयसिंहगुंडाहै बंदर को बटेर।साले स्पैम मर थे गधों ने सांसद बना दिया,1
संतोष गंगवार बोले  नौकरी की कमी नहीं उत्तर भारत में योग्य लोगों की कमी,0
दिमाग का दही जैसा घटिया इंसान मैंने आज तक नहीं देखा।,1
रंडी की नौकरी से भी गयागुज़रा है तू,1
तू पूरा का पूरा मादरचोद है।,1
कोरोना वायरस के पैदा होने पर ट्रंप सही या उनकी ख़ुफ़िया एजेंसी,0
कभी तो साले हरामी जैसा व्यवहार मत किया कर।,1
सुशांत सिंह राजपूत का आज मुंबई में होगा अंतिम संस्कार,0
नागरिकता संशोधन बिल क्या भारत और बांग्लादेश के बीच फूट की वजह बनेगा नज़रिया,0
बहनचोद ने विश्वास तोड़ दिया।,1
पाताल लोक के हाथीराम चौधरी और गैंग्स ऑफ वासेपुर के शाहिद ख़ान यानी एक्टर  आज शाम  बजे  के इंस्टाग्राम पेज पर होंगे लाइव अगर मन में है कोई सवाल तो पूछिए बीबीसी हिंदी के इंस्टाग्राम पेज का पता,0
कोरोना बुलेटिन  मई सक्रिय संक्रमण के मामले  मृतक संख्या  उपचार से ठीक  कोरोना से जुड़ी ख़बरों का पलपल का अपडेट  कमाल करेंगे ये भारतीय वैज्ञानिक  घरों में मेड हेल्परों को लेकर बहस,0
तू हर वक्त गांडू क्यों बना रहता है,1
हालांकि एंड्रायड किटकैट के मामले में भी कुछ मार्केट में मोटोरोला ने अपने डिवासेज को अपडेट कर गूगल को पीछे छोड़ दिया,0
एनआरसी से हिंदुओं के लिए बंद दरवाज़े खोलेगा नागरिकता संशोधन विधेयक,0
लौड़े का काम कभी पूरा नहीं होता।,1
अन्य आदिवासी लोगों से अलग अपा टनी के लोग जाइरो क्षेत्र के स्थाई निवासी हैं,0
घटिया लोग जैसे तेरे जैसे होते हैं।,1
आने वाले दिनों में कितनी ट्रेनें चलेंगी रेल मंत्रालय ने आज दी सारी जानकारी,0
जब तुम जेसे दल्ले बैठे है तो किसान और युवा उम्मीद भी क्या कर सकता है चोर साला,1
कमाठीपुरा ना ग्राहक ना पैसा और ना ही सरकारी योजनाओं का लाभ,0
ये साले संसद क्या पहुँच जाते हैं सब चीजों को अपने बाप की जागीर समझने लगते हैं और सही में इन्हे कुछ दिनों के लिए निकाल देना चाहिए ऐसी हरकतो पर,1
उसका व्यवहार बहुत घटिया है।,1
तू जैसे साले हरामी समाज के लिए खतरा हैं।,1
भारत पहुंचे अमरीकी राष्ट्रपति डोनल्ड ट्रंप लाइव अपडेट्स यहां पढ़ें,0
कमीने तुझसे बात करना समय की बर्बादी है।,1
ये क्या हो रहा हैं मुंबई में पाकिस्तान जिंदाबाद के नारे लगा रहे है अब ब इनको देशभक्त मनु साले सब आतंकवादी ह कोई ब भई कहने लायक नहीं हैं,1
बही गंध अब तू सड़ांध क्यूँ तू अब नंगा नाच करे औकात थी जिसको दल्ले जितनी देखो साला संजयसिंहगुंडाहै,1
तू मरा नहीं अभी तक सुना था कही कि कुत्तो को कोरोना होने लगा तो सोचा कि चलो एक आतंकी कम हुआ पर साला तू तो जिंदा हैं सही कहा किसी ने कि भगवान को अच्छे लोगों कि जरुरत होती है कमीनो कि नही शायद इसलिए।,1
फेंकू जैसा घटिया इंसान मैंने आज तक नहीं देखा।,1
ये कांग्रेस के मेनिफेस्टो में क्या प्रिंटिंग मिस्टेक थी क्या या बस हर चीज का विरोध करना है साला सबके दिमाग मे पप्पू वायरस घुस गया,1
इस टैबलेट के अगले हिस्स में एक  मेगापिक्सल कैमरा है,0
बहिष्कार की शर्तें लागू आज का कार्टून,0
ये तो साला असली वाला गुंडा है,1
गधा जैसा घटिया इंसान मैंने आज तक नहीं देखा।,1
इससे अच्छा तो छिनाल होना भी ठीक है।,1
चुप बकैती बंद डकैती नेता ना ना चोर है केजुवा का तू हीरो बन गया बहुत बड़ा छीछोर है लतखोर है लतखोर है चोर है साला चोर है संजयसिंहगुंडाहै,1
शरद पवार बोले विधायक हमारे साथ बहुमत साबित नहीं कर पाएंगे फडणवीस,0
तेल ने बिगाड़ा सऊदी का खेल दूसरी तिमाही में  अरब डॉलर का घाटा,0
बकचोदी जैसा घटिया इंसान मैंने आज तक नहीं देखा।,1
ड्रामा क्वीन जैसा घटिया इंसान मैंने आज तक नहीं देखा।,1
कोरोना की वजह से लगे लॉकडाउन ने सभी को हंसाने वाले जोकर को क्यों रुला दिया,0
महाराष्ट्रः क्या बीजेपी का दांव उल्टा भी पड़ सकता है,0
चुप साले देख नही रहा है कि मै रिवर्स गियर लगा रिया हूं,1
फिल्म का म्यूजिक कहानी का सशक्त पक्ष है।,0
इसके अलावा टैबलेट की बैटरी लाइफ औसत ही है,0
कोरोना वायरस सीडीसी डायरेक्टर की चेतावनी कोरोना की दूसरी लहर और मुसीबतें लाएगी,0
तुझे तो सीधे हरामी बोलना चाहिए।,1
पाकिस्तान के एक अस्पताल में वकीलों का तांडव,0
आपकी मेहनत और लगन प्रेरणादायक है,0
रंडी कहें तो भी कम है तेरे लिए।,1
रंडी की औलाद कहीं की।,1
एक घंटे के प्लेबैक के बाद बैट्री   से   तक ही उतरी जो की बहुत ही जबरदस्त प्रदर्शन रहा था,0
गलती इसमें संजय सिंह की नहीं है गलती उसकी है जिसने इस कमीने संजय सिंह को वोट दिया है,1
तेरे जैसे भोसड़ी वाला से क्या ही उम्मीद करें,1
घमंडी जैसा घटिया इंसान मैंने आज तक नहीं देखा।,1
पाकिस्तान के प्रांत बलोचिस्तान की राजधानी क्वेटा में हुए एक आत्मघाती हमले में हमलावर समेत कम से कम आठ लोगों की मौत हो गई है और  से ज़्यादा लोग घायल हुए हैं,0
साला तेरे माँ बाप कैसे होंगे रे हिजड़े,1
तू तो एक नंबर का हरामी निकला।,1
उसकी घटिया हरकतों ने सबको नाराज कर दिया,1
साला कन्फ़्यूज़न ही कन्फ़्यूज़न है सोल्यूशन का पता नहीं महाशय जब आपने रीट की परीक्षा तिथि ही तय नहीं की तो समय पर कैसे आयोजित होगी आपको और को हो क्या गया हैमानसिक रूप से तो सही हो ना,1
डिंपल भी अपनी छोटी भूमिकाओं में प्रभावित करती रही हैं,0
गुजरात दंगे के दोषियों को बेल कैसे मिल जा रही,0
योगी बाबाजी इस कमीने का मांग जल्द पूरा कीजिए। यह एक बड़ा हुआ पान है जो मुंह में चबा रहा है। इस सड़े हुए पान को गंदे नाले में हीं फेंकने में भला है।,1
क्लाइमेक्स में अजय और शुक्ला अनुपम खेर की नोंक  झोंक तनाव ढीला कर राहत देती है,0
तुझे तो सीधे मादरचोद बोलना चाहिए।,1
दिल्ली के सीलमपुर से आज की तस्वीर पूरी स्टोरी  तस्वीर,0
अबे साले पिल्ला किसको कह रहा है अभी तू गधे अबे गधे की औलाद साले सुधर जा साले बिल्ला बिल्ली कहना छोड़ दिए थे साला तुम लोगों की वजह से ही तो जैसे समाज पीछे आ जाए,1
इसके स्पेसिफिकेशन अच्छे हैं और यह एंड्रायड  जेली बीन ऑपरेटिंग सिस्टम पर हुवेई कस्टम स्किन के साथ काम करता है,0
अयोध्या पर फ़ैसला विरोधाभासी कलीसवरम राज प्रेस रिव्यू,0
गांडू,1
डिवाईस सिंथेटिक बेंचमार्क पर संतोषजनक रूप से प्रदर्शन करता है और गेम और अन्य भारी क्रियाकलापों के समय अच्छा प्रदर्शन करता है,0
भोसड़ी वाला काम करके पछताओगे।,1
एक महाराष्ट्र का संजय राऊत और एक दिल्ली का दल्ला संजय सिंग दोनो भी इतने कमीने और फट्टीचर है की इनको भारत मे जोड नही संजयसिंहगुंडाहै,1
तू तो साला ध्यान खींचने के लिए कुछ भी करेगा।,1
झंड जैसा घटिया इंसान मैंने आज तक नहीं देखा।,1
कंगनामहाराष्ट्र सरकार टकराव में अब आगे क्या,0
गददार साले गली का गुडा तेरी जगह बस जेल मै है,1
इन बच्चों ने छोटी उम्र में ही बहुत दुख देखे हैं कुछ तो ज़िंदगी से हार मान चुके हैं,0
सेना में औरतें सुप्रीम कोर्ट के आदेश का मतलब क्या है,0
छिनाल ने सबका मजाक बनाया।,1
निज़ाम के  मिलियन पाउंड पर पाकिस्तान का दावा ख़ारिज,0
ये घटिया सा मजाक बंद करो।,1
बहनचोद जैसा घटिया इंसान मैंने आज तक नहीं देखा।,1
दोस्तों से बिछड़ कर यह हकीकत खुली बेशक कमीने थे पर रौनक उन्ही से थी भरी जेब ने दुनिया की पहेचान करवाई और खाली जेब ने अपनो की,1
पाकिस्तान ने फ़रवरी  तक ज़रूरी क़दम नहीं उठाया तो,0
में   ने   का किला कैसे ढहा दिया,0
कोरोना वायरस से मौत पर श्रीलंका में शव जलाना अनिवार्य मुसलमान ख़फ़ा,0
पड़ोसी आपके बेटे की अचानक शादी कैसे टूट गयी पिता किसी कमीने ने अफवाह फैला दी कि वो कांग्रेसी है,1
बेलारूस में प्रदर्शन क्यों हो रहे हैं,0
कोरोना अपडेट जिस वुहान से कोविड शुरू हुआ था वहां संक्रमण की दूसरी लहर का डर,0
जम्मू में कैसी बदहाली में रह रहे हैं कश्मीरी पंडित बीबीसी से बातचीत में कुछ यूं फूटा दर्द वीडियो सलमान रावी दीपक जसरोटिया,0
ऊटी नवविवाहित जोडे़ को टॉय ट्रेन के जरिए अपनी ओर आकर्षित करता है,0
अबे साले सफाई देने की कोशिश मत कर तुम टुकड़ा गैंग के लोगों की असलियत देश जानता है तू घर में बैठे बैठे सच नही बोलेगा तेरे को रिमांड पर लेकर सच उगलवाना पड़ेगा,1
घटिया ओरत आ गई ओकाद पे हिन्दू मुस्लिम की बात करने की हिम्मत कैसे हुए तेरी कमीनी देश की एकता को तोड़ने की कोशिश कर रही है,1
लौड़े के लोगों से दूर रहो,1
आरे जंगल का मामला कैसे पहुंचा सुप्रीम कोर्ट में,0
भारतचीन सीमा पर सड़क बनाने के लिए झारखंड के मज़दूर रवाना वीडियो रवि प्रकाश,0
इस टेबलेट में सामने की तरफ नीचे दो स्पीकर्स हैं,0
उद्धव ठाकरे क्या  मई के बाद भी महाराष्ट्र के मुख्यमंत्री रहेंगे,0
पढ़िए अयोध्या में शुरू हुआ अब नया विवाद,0
ब्रिटेन में बदली प्रवासी नीति भारतीय छात्रों को मिलेगा फ़ायदा,0
केरल कालीकट एयरपोर्ट पर दुबई से आ रहा विमान दुर्घटनाग्रस्त बचाव कार्य जारी,0
राजपाल यादव का काम भी बेहतरीन है,0
भाउ श्री के ब्लेक टिकिट बेचकर खुद बहुत काला पैसे कमाए होओर काले दिन की बात करते शर्म नही साले सांढ़ तू खुद लुटियन मोड़ में है,1
बहनचोद,1
शेर कौन है साला टिकट ब्लैक में बेच ता था के बोल के ।,1
आशुतोष लिखते है ये जो ट्विटर पर आप लोग मेरी हर बेइज्जती के बाद फर्जी संवेदना दिखाते है वो बंद किजिये इसे ही देख गलतफहमी में मै एक बार चुनाव लड़ बैठा था साला जमानत भी जब्त हो गया था,1
के विरोध में महिलाओं की बुलंद होती आवाज़,0
गांडू बनकर रह गए हो तुम।,1
मध्यप्रदेश के पन्ना में मज़दूरों को मिला हीरा,0
इनकी सबसे खास बात इनका कॉम्पेक्ट साइज में होना है  जिसके चलते ये वजन में हल्के हैं और इन्हें जेब में रखकर कहीं भी ले जाया जा सकता है,0
तू कितना बड़ा साला है ये सब जानते हैं।,1
साला हमेशा झूठ बोलता है।,1
बीबीसी स्पेशल रखमा बाई राउत जिन्होंने बचपन में हुई शादी को मानने की बजाय जेल जाना बेहतर समझा,0
गांडू बनकर रह गए हो क्या तुम,1
वे सीमित दृश्यों में भी अपनी प्रतिभा जाहिर कर देते हैं,0
जगन्नाथ रथयात्रा के एक दिन पहले मिली सुप्रीम कोर्ट से अनुमति लाइव अपडेट्स,0
हर जगह बहनचोद बन के घूमता है।,1
स्ट्रेटजी भी सिंपल होती है,0
साले मुल्ले मरने के बाद बॉडी नहीं जलाते पर पूरा देश जला रहे । जहां के खाते वहां के भी अपने नहीं होते गद्दार।,1
आप अपनी मंजिल पर कभी नही पहुँच पाएंगे अग़र आप रास्ते मे भोकने वाले हर कुत्ते को पत्थर मरेंगे,1
तेरे जैसे घटिया इंसान से बहस नहीं होती।,1
कोरोना वायरस रमज़ान पर इंडोनेशिया में गाइडलाइन तोड़ बड़ी संख्या में मस्जिद पहुंचे नमाज़ी,0
पंडित जसराज जाने माने शास्त्रीय गायक का निधन,0
कोरोना ही नहीं इन चार बीमारियों का भी नहीं है कोई वैक्सीन कौन सी बीमारियां हैं,0
उसकी गांडू वाली आदतों ने सबको शर्मिंदा कर दिया,1
देशभर में हिंसक प्रदर्शनों के बीच इटावा पुलिस का ये वीडियो सोशल मीडिया पर वायरल हो रहा है,0
पश्तो की पहली फ़िल्म कराची या काबुल में नहीं बॉम्बे में बनी थी,0
एकदम सही बात बोले आप ये साले खुद के धर्म को आगे बढ़ाने के लिए न कुछ कर रहे हैं बस खाली दूसरे धर्म की बुराई करते हैं,1
अपनी प्रतियोगीयों के मुकाबले कीमत काफी कम है,0
फ्लैश ने ऐसे मौकों पर ठीकठाक काम किया,0
रंडी लग रहा है आज तू।,1
इस दुकानदार ने मुझे घटिया सामान दे दिया।,1
सूनी मस्जिदें सूने बाज़ार और सूनी सड़कें इस बार कश्मीरियों के लिए कोई ख़ुशी लेकर नहीं आई है रिपोर्ट रियाज़ मसरूर,0
लोडू चोपड़ा तो ऐसे खुश है जैसे सुपर ओवर कमेंट्री का एक्स्ट्रा पैसा मिलेगा भक्क साला दिहाड़ी मजदूर,1
इसराइली प्रधानमंत्री के दफ़्तर के एक कर्मचारी कोरोना संक्रमित पाए गए,0
दिल्ली के दंगों को लेकर पुलिस पर उठ रहे सवाल जॉइंट कमिश्नर ने क्या दिया जवाब वीडियो सलमान रावीरुबाइयत बिस्वास,0
मादरचोद कहें तो भी कम है तेरे लिए।,1
रूस की मुख्य सुरक्षा एजेंसी एफ़एसबी के मुख्यालय पर फ़ायरिंग,0
के ख़िलाफ़ प्रदर्शन में मेरठ में पाँच लोग किसकी गोली से मरे ग्राउंड रिपोर्ट,0
ठरकी साला चल अब फ़िल्म बना इस पर,1
आजकल आसमान साफ़ है अच्छी हवा चल रहा है और वातावरण शांत है मगर वैज्ञानिकों का मानना है कि कोरोना से पर्यावरण को नुक़सान भी पहुंच सकता है,0
कोरोना वायरस की सुनामी से निपटने के लिए भारत की तैयारियां कैसी हैं,0
जिन खिलौनों से आपके बच्चे खेल रहे हैं वो उनके लिए कितने सुरक्षित या ख़तरनाक हैं वीडियो कमलेशमनीष,0
एक चाय एक और समोसा नरेंद्र मोदी तेरा क्या भरोसा यही नारो का शोर है चौकीदार ही चोर है जिसको लगे बुरा है वो साला हरामखोर है,1
इससे अच्छी तो गली कुतिया अच्छी लगती है,1
बासु चटर्जी की मध्यवर्गीय बांकी निगाह,0
घिसू जैसा घटिया इंसान मैंने आज तक नहीं देखा।,1
राहुल गांधी ने किया आगाह मोदी सरकार ने लिया फ़ैसला कोरोना वायरस पर ऐसी ही अहम ख़बरों के लिए क्लिक करें,0
तुम मादरचोद हो।,1
दूल्हादुल्हन हिन्दू और शादी हुई मस्ज़िद में,0
ऐसे बहनचोद लोग ही माहौल खराब करते हैं।,1
पाकिस्तान ज़िंदाबाद के नारे लगाना राजद्रोह है या नहीं,0
छिनाल औरतों से दूर रहो,1
गांडू बनने से क्या फायदा,1
बहनचोद लोगों से दूर ही रहना बेहतर है,1
कुतिया,1
शेख़ हसीना के बांग्लादेश से क्या सीख सकता है भारत,0
तेरी सोच कितनी गांडू है।,1
भारतचीन तनाव अमरीका क्या मुश्किल वक़्त में भारत से मुंह मोड़ लेता है,0
कंगना राणावत तुम मोदी की चमचागीरी के लिए किसानों को भी गालियाँ देने लगी हो साली कुतिया रांङ,1
दिल्ली चुनावः क्या अरविंद केजरीवाल दिल्लीवालों को मुफ़्त पानी देने में कामयाब हो पाए,0
सोनी की एक और अच्छी रचना जो कि मात्र देखने योग्य ही नहीं है,0
साला बनना बंद कर सब समझ आ रहा है।,1
इसके साथ ही डिवाइस के  मेगापिक्सल कैमरे की मदद से तस्वीरें भी ले सकते हैं,0
इस स्मार्टफोन में स्नेपडील  सावन  आस्कमी  पेटीएम और क्विकर जैसे एप प्री  इंस्टॉल्ड है,0
साला इस संजय सिंह को काहे का दर्द हो रहा है किसान तो हमें भाई जब हमें खुशी है तो इन्हें क्यों दुख,1
अनलॉक की गाइडलाइन जारी जिम और योग सेंटर खुल जाएंगे स्कूलकॉलेज अगस्त तक बंद रहेंगे सिनेमाघर बंद रहेंगे मेट्रो बंद रहेगी लाइव अपडेट के लिए क्लिक करें  तस्वीर,0
कोरोना वायरस दिल्ली के सीएम अरविंद केजरीवाल से मिलने के बाद क्या बोले अमित शाह,0
दो सप्ताह के लिए देशभर में लॉकडाउन को बढ़ाया गया  तस्वीर गेटी इमेजेस,0
डिवाइस में सिंपल इंटरफेस और तीन फिजिकल बटन हैं  जो सभी दायें ओर लगे हैं,0
वे कुछ नेक कर गुजरते हैं,0
मलेशिया के पीएम महातिर मोहम्मद बोले कश्मीर जो मैंने कहा उस पर कायम हूँ पाँच बड़ी ख़बरें,0
उस हरामी ने फिर धोखा दे दिया।,1
भोसड़ी वाला बनकर क्या मिलेगा तुझे,1
सुव्वर को सुव्वर बोल रहा हूं मिर्ची तुम्हे क्यों लग रही है जो साला अपने देश अपने धर्म का नहीं हुआ वो तुम्हारा या हमारा कैसे हो सकता है ।,1
कुछ हिस्से अच्छे भी है,0
मादर जात है साला हराम खोर,1
सारे झकास रंग होते हैं और बिंदास प्रसंग रहते हैं,0
वो साला है किसी की इज्ज़त नहीं करता,1
सुशांत सिंह राजपूत साल  में मुंबई स्थित बीबीसी के दफ्तर आए थे तब उन्होंने बीबीसी के साथ अपनी कई बातें साझा की थीं देखिए उसी वक्त का यह खास इंटरव्यू,0
ज्योतिरादित्य सिंधिया बीजेपी में आने से पहले नरेंद्र मोदी के ख़िलाफ़ क्याक्या कह चुके हैं,0
उसकी नौटंकी देखकर लगता है साला ड्रामा क्वीन का ऑस्कर मिल जाएगा,1
सैमसंग ने अपनी इस डिवाइस   का डिजाइन बहुत ही सुविधाजनक तरीके से तैयार किया है,0
तू कितना बड़ा साले हरामी है ये सब जानते हैं।,1
फिल्म पूरी तरह उनके कंधों पर टिकी है,0
गधा ये खुद है साला गंवार अहमद पटेल,1
ये तो साला वास्तव में ठरकी है हरामी गंजेडी,1
पागल कुत्ते की तरह भौंक रहा है,1
एक कहावत है हमारे यहां चोर को कुतिया मिल ही जाती है,1
निर्भया गैंगरेप मामला दोषियों को अलगअलग फांसी होगी या नहीं,0
पूरी दुनिया में एक दिन में सबसे ज़्यादा कोरोना के नए मामले भारत में सामने आए लगातार दूसरे दिन  हज़ार से ज़्यादा केस लाइव अपडेट्स,0
उन्नाव रेप केस में विधायक कुलदीप सेंगर को उम्र क़ैद कोर्ट के फ़ैसले पर क्या बोली पीड़िता की बहन वीडियो भूमिका राय,0
तेरी सोच कितनी रंडी है।,1
